name,category_id,remains,rating,description,price
Nike Triple S,3,87,3.36,"Nike Triple S sneakers, designed for fashion performance and style.",246.09
Lanvin Speedrunner,5,164,4.06,"Lanvin Speedrunner sneakers, designed for tennis performance and style.",294.7
New Balance Zoom Pegasus,3,104,3.62,"New Balance Zoom Pegasus sneakers, designed for fashion performance and style.",334.93
Dior Retro 1,1,55,4.33,"Dior Retro 1 sneakers, designed for basketball performance and style.",113.26
Reebok Air Max,2,130,3.05,"Reebok Air Max sneakers, designed for lifestyle performance and style.",422.17
Louis Vuitton Classic Leather,4,160,4.96,"Louis Vuitton Classic Leather sneakers, designed for running performance and style.",374.7
New Balance Gel-Lyte,5,9,3.15,"New Balance Gel-Lyte sneakers, designed for tennis performance and style.",289.13
Yeezy Chuck 70,2,88,3.03,"Yeezy Chuck 70 sneakers, designed for lifestyle performance and style.",198.58
Yeezy RS-Dreamer,2,120,3.83,"Yeezy RS-Dreamer sneakers, designed for lifestyle performance and style.",191.82
MSCHF Air Max,6,1,4.55,"MSCHF Air Max sneakers, designed for other performance and style.",417.29
Jordan RS-Dreamer,4,71,4.57,"Jordan RS-Dreamer sneakers, designed for running performance and style.",485.64
New Balance RS-Dreamer,1,197,3.03,"New Balance RS-Dreamer sneakers, designed for basketball performance and style.",285.48
Adidas 990v5,1,141,4.18,"Adidas 990v5 sneakers, designed for basketball performance and style.",418.4
Converse RS-Dreamer,6,92,3.12,"Converse RS-Dreamer sneakers, designed for other performance and style.",207.47
MSCHF Gel-Lyte,4,54,4.6,"MSCHF Gel-Lyte sneakers, designed for running performance and style.",187.46
Asics RS-X,5,95,4.68,"Asics RS-X sneakers, designed for tennis performance and style.",96.21
MSCHF Gel-Lyte,6,151,4.89,"MSCHF Gel-Lyte sneakers, designed for other performance and style.",459.83
Puma Speedrunner,2,75,3.2,"Puma Speedrunner sneakers, designed for lifestyle performance and style.",499.37
Dior React Infinity,3,9,4.16,"Dior React Infinity sneakers, designed for fashion performance and style.",336.37
Lanvin Disruptor,4,60,3.69,"Lanvin Disruptor sneakers, designed for running performance and style.",325.22
Louis Vuitton Speedrunner,4,8,4.77,"Louis Vuitton Speedrunner sneakers, designed for running performance and style.",497.92
Yeezy Zoom Pegasus,3,144,4.29,"Yeezy Zoom Pegasus sneakers, designed for fashion performance and style.",413.37
New Balance Retro 1,3,191,3.39,"New Balance Retro 1 sneakers, designed for fashion performance and style.",408.3
Dior Retro 1,4,66,4.41,"Dior Retro 1 sneakers, designed for running performance and style.",439.37
Puma Chuck 70,2,6,4.57,"Puma Chuck 70 sneakers, designed for lifestyle performance and style.",190.22
Yeezy Powerframe,3,154,3.02,"Yeezy Powerframe sneakers, designed for fashion performance and style.",334.55
Lanvin Air Max,4,167,3.09,"Lanvin Air Max sneakers, designed for running performance and style.",231.2
Dior Disruptor,6,18,3.82,"Dior Disruptor sneakers, designed for other performance and style.",131.21
MSCHF Yeezy Boost,1,190,3.54,"MSCHF Yeezy Boost sneakers, designed for basketball performance and style.",223.89
Nike Zoom Pegasus,4,158,3.54,"Nike Zoom Pegasus sneakers, designed for running performance and style.",496.61
Reebok 990v5,3,18,3.54,"Reebok 990v5 sneakers, designed for fashion performance and style.",266.92
New Balance Air Max,4,131,4.15,"New Balance Air Max sneakers, designed for running performance and style.",481.39
Asics React Infinity,1,130,3.22,"Asics React Infinity sneakers, designed for basketball performance and style.",330.33
New Balance Chuck 70,2,14,3.85,"New Balance Chuck 70 sneakers, designed for lifestyle performance and style.",490.0
Converse React Infinity,5,102,4.59,"Converse React Infinity sneakers, designed for tennis performance and style.",230.58
Louis Vuitton Yeezy Boost,3,66,3.9,"Louis Vuitton Yeezy Boost sneakers, designed for fashion performance and style.",72.19
Dior Gel-Lyte,1,67,3.73,"Dior Gel-Lyte sneakers, designed for basketball performance and style.",353.87
Converse React Infinity,5,103,4.45,"Converse React Infinity sneakers, designed for tennis performance and style.",311.11
Adidas Retro 1,1,200,4.99,"Adidas Retro 1 sneakers, designed for basketball performance and style.",132.85
Nike Powerframe,2,77,3.77,"Nike Powerframe sneakers, designed for lifestyle performance and style.",292.15
New Balance Yeezy Boost,4,128,4.87,"New Balance Yeezy Boost sneakers, designed for running performance and style.",146.08
Yeezy Retro 1,3,52,4.29,"Yeezy Retro 1 sneakers, designed for fashion performance and style.",144.37
MSCHF Speedrunner,3,97,3.53,"MSCHF Speedrunner sneakers, designed for fashion performance and style.",377.93
Dior Dunk,4,134,4.81,"Dior Dunk sneakers, designed for running performance and style.",317.4
Dior Dunk,5,30,3.33,"Dior Dunk sneakers, designed for tennis performance and style.",142.71
Dior Air Max,6,31,4.05,"Dior Air Max sneakers, designed for other performance and style.",195.23
Asics Zoom Pegasus,4,48,3.65,"Asics Zoom Pegasus sneakers, designed for running performance and style.",118.5
Dior Yeezy Boost,5,145,4.93,"Dior Yeezy Boost sneakers, designed for tennis performance and style.",183.68
Adidas RS-Dreamer,2,70,3.55,"Adidas RS-Dreamer sneakers, designed for lifestyle performance and style.",181.98
Nike React Infinity,3,165,4.65,"Nike React Infinity sneakers, designed for fashion performance and style.",443.97
Asics Dunk,5,139,3.93,"Asics Dunk sneakers, designed for tennis performance and style.",221.48
Converse RS-Dreamer,1,10,3.27,"Converse RS-Dreamer sneakers, designed for basketball performance and style.",353.03
Yeezy RS-X,1,162,4.82,"Yeezy RS-X sneakers, designed for basketball performance and style.",320.69
Dior Speedrunner,3,183,3.16,"Dior Speedrunner sneakers, designed for fashion performance and style.",123.95
Adidas Zoom Pegasus,4,102,4.61,"Adidas Zoom Pegasus sneakers, designed for running performance and style.",483.06
MSCHF Gel-Lyte,4,16,4.32,"MSCHF Gel-Lyte sneakers, designed for running performance and style.",229.53
Yeezy Retro 1,2,10,3.98,"Yeezy Retro 1 sneakers, designed for lifestyle performance and style.",79.97
Nike Dunk,1,70,4.84,"Nike Dunk sneakers, designed for basketball performance and style.",366.71
Lanvin Zoom Pegasus,3,198,3.88,"Lanvin Zoom Pegasus sneakers, designed for fashion performance and style.",270.42
Adidas Disruptor,4,116,4.09,"Adidas Disruptor sneakers, designed for running performance and style.",210.46
Nike Yeezy Boost,3,152,3.33,"Nike Yeezy Boost sneakers, designed for fashion performance and style.",79.72
Yeezy RS-Dreamer,2,71,3.75,"Yeezy RS-Dreamer sneakers, designed for lifestyle performance and style.",460.73
MSCHF Gel-Lyte,4,45,3.19,"MSCHF Gel-Lyte sneakers, designed for running performance and style.",441.45
Nike Classic Leather,1,5,4.04,"Nike Classic Leather sneakers, designed for basketball performance and style.",397.29
Asics RS-Dreamer,2,152,3.05,"Asics RS-Dreamer sneakers, designed for lifestyle performance and style.",145.4
Lanvin Disruptor,4,50,4.59,"Lanvin Disruptor sneakers, designed for running performance and style.",126.87
New Balance React Infinity,3,18,3.97,"New Balance React Infinity sneakers, designed for fashion performance and style.",95.34
Puma Chuck 70,2,182,3.85,"Puma Chuck 70 sneakers, designed for lifestyle performance and style.",186.47
Louis Vuitton Powerframe,1,63,3.14,"Louis Vuitton Powerframe sneakers, designed for basketball performance and style.",231.86
Puma Yeezy Boost,2,51,3.85,"Puma Yeezy Boost sneakers, designed for lifestyle performance and style.",471.59
Adidas React Infinity,5,38,4.46,"Adidas React Infinity sneakers, designed for tennis performance and style.",80.07
Puma 990v5,4,43,3.52,"Puma 990v5 sneakers, designed for running performance and style.",443.75
Yeezy Yeezy Boost,6,38,3.35,"Yeezy Yeezy Boost sneakers, designed for other performance and style.",223.32
Asics Powerframe,5,124,4.22,"Asics Powerframe sneakers, designed for tennis performance and style.",128.26
Asics Retro 1,2,101,3.72,"Asics Retro 1 sneakers, designed for lifestyle performance and style.",283.01
New Balance Disruptor,5,92,3.12,"New Balance Disruptor sneakers, designed for tennis performance and style.",348.43
Asics Chuck 70,6,169,4.2,"Asics Chuck 70 sneakers, designed for other performance and style.",234.01
Dior Yeezy Boost,5,101,3.53,"Dior Yeezy Boost sneakers, designed for tennis performance and style.",434.62
Reebok RS-X,2,176,4.12,"Reebok RS-X sneakers, designed for lifestyle performance and style.",162.68
Lanvin Speedrunner,4,53,4.61,"Lanvin Speedrunner sneakers, designed for running performance and style.",405.02
Reebok Zoom Pegasus,2,27,4.87,"Reebok Zoom Pegasus sneakers, designed for lifestyle performance and style.",268.87
Converse Dunk,2,55,3.61,"Converse Dunk sneakers, designed for lifestyle performance and style.",399.82
New Balance Chuck 70,6,171,3.26,"New Balance Chuck 70 sneakers, designed for other performance and style.",213.04
New Balance Zoom Pegasus,5,5,4.89,"New Balance Zoom Pegasus sneakers, designed for tennis performance and style.",404.83
Asics React Infinity,2,38,3.02,"Asics React Infinity sneakers, designed for lifestyle performance and style.",57.58
Yeezy Gel-Lyte,3,188,3.79,"Yeezy Gel-Lyte sneakers, designed for fashion performance and style.",296.7
Jordan Dunk,2,20,4.84,"Jordan Dunk sneakers, designed for lifestyle performance and style.",53.16
Yeezy RS-Dreamer,6,19,3.26,"Yeezy RS-Dreamer sneakers, designed for other performance and style.",452.28
Asics Triple S,1,20,3.22,"Asics Triple S sneakers, designed for basketball performance and style.",471.06
Puma Gel-Lyte,2,33,4.93,"Puma Gel-Lyte sneakers, designed for lifestyle performance and style.",216.34
Asics 990v5,1,50,3.62,"Asics 990v5 sneakers, designed for basketball performance and style.",232.08
Louis Vuitton Chuck 70,6,22,3.54,"Louis Vuitton Chuck 70 sneakers, designed for other performance and style.",368.6
Dior Disruptor,6,33,3.23,"Dior Disruptor sneakers, designed for other performance and style.",379.2
Nike 990v5,1,64,4.23,"Nike 990v5 sneakers, designed for basketball performance and style.",380.92
Reebok Disruptor,4,32,4.85,"Reebok Disruptor sneakers, designed for running performance and style.",130.52
Yeezy Powerframe,4,56,4.15,"Yeezy Powerframe sneakers, designed for running performance and style.",491.06
Reebok Disruptor,2,15,3.99,"Reebok Disruptor sneakers, designed for lifestyle performance and style.",488.66
Fila Dunk,5,123,3.47,"Fila Dunk sneakers, designed for tennis performance and style.",340.54
Louis Vuitton Gel-Lyte,2,156,3.81,"Louis Vuitton Gel-Lyte sneakers, designed for lifestyle performance and style.",476.43
Lanvin 990v5,4,49,4.15,"Lanvin 990v5 sneakers, designed for running performance and style.",303.47
Nike Powerframe,6,5,3.53,"Nike Powerframe sneakers, designed for other performance and style.",292.39
Dior Air Max,5,133,3.07,"Dior Air Max sneakers, designed for tennis performance and style.",61.01
Reebok Retro 1,3,30,4.84,"Reebok Retro 1 sneakers, designed for fashion performance and style.",148.5
Nike Gel-Lyte,4,75,3.15,"Nike Gel-Lyte sneakers, designed for running performance and style.",256.39
Fila Speedrunner,3,166,4.49,"Fila Speedrunner sneakers, designed for fashion performance and style.",245.62
Fila Speedrunner,1,7,4.48,"Fila Speedrunner sneakers, designed for basketball performance and style.",394.66
Fila Retro 1,3,48,3.33,"Fila Retro 1 sneakers, designed for fashion performance and style.",341.86
Puma React Infinity,4,105,3.21,"Puma React Infinity sneakers, designed for running performance and style.",192.93
MSCHF React Infinity,3,137,3.74,"MSCHF React Infinity sneakers, designed for fashion performance and style.",291.91
Yeezy Chuck 70,4,156,3.62,"Yeezy Chuck 70 sneakers, designed for running performance and style.",195.05
Adidas Disruptor,6,180,4.56,"Adidas Disruptor sneakers, designed for other performance and style.",121.35
Lanvin RS-Dreamer,1,43,4.42,"Lanvin RS-Dreamer sneakers, designed for basketball performance and style.",244.14
Yeezy Air Max,4,8,3.22,"Yeezy Air Max sneakers, designed for running performance and style.",162.16
Nike Air Max,5,81,4.43,"Nike Air Max sneakers, designed for tennis performance and style.",498.69
Dior Chuck 70,5,176,4.52,"Dior Chuck 70 sneakers, designed for tennis performance and style.",322.41
New Balance Zoom Pegasus,2,190,4.03,"New Balance Zoom Pegasus sneakers, designed for lifestyle performance and style.",392.71
Yeezy 990v5,5,91,3.93,"Yeezy 990v5 sneakers, designed for tennis performance and style.",208.51
Reebok Zoom Pegasus,3,35,4.26,"Reebok Zoom Pegasus sneakers, designed for fashion performance and style.",316.08
Adidas Chuck 70,1,157,3.01,"Adidas Chuck 70 sneakers, designed for basketball performance and style.",411.31
Lanvin Powerframe,6,8,4.32,"Lanvin Powerframe sneakers, designed for other performance and style.",417.07
Converse Zoom Pegasus,5,6,3.02,"Converse Zoom Pegasus sneakers, designed for tennis performance and style.",291.02
Jordan Gel-Lyte,5,47,3.53,"Jordan Gel-Lyte sneakers, designed for tennis performance and style.",468.84
Converse Classic Leather,6,61,3.83,"Converse Classic Leather sneakers, designed for other performance and style.",268.73
Reebok Retro 1,6,139,3.72,"Reebok Retro 1 sneakers, designed for other performance and style.",436.16
Jordan Triple S,5,48,4.56,"Jordan Triple S sneakers, designed for tennis performance and style.",336.55
Converse Disruptor,3,175,3.69,"Converse Disruptor sneakers, designed for fashion performance and style.",430.8
Jordan RS-X,5,79,3.39,"Jordan RS-X sneakers, designed for tennis performance and style.",269.67
Reebok Chuck 70,6,187,4.02,"Reebok Chuck 70 sneakers, designed for other performance and style.",387.17
New Balance Chuck 70,1,48,3.89,"New Balance Chuck 70 sneakers, designed for basketball performance and style.",278.79
MSCHF Powerframe,3,167,3.32,"MSCHF Powerframe sneakers, designed for fashion performance and style.",460.36
Fila Disruptor,2,174,3.13,"Fila Disruptor sneakers, designed for lifestyle performance and style.",303.09
Nike Air Max,4,163,3.08,"Nike Air Max sneakers, designed for running performance and style.",166.31
Fila Powerframe,1,85,3.96,"Fila Powerframe sneakers, designed for basketball performance and style.",401.72
Converse Yeezy Boost,2,154,4.78,"Converse Yeezy Boost sneakers, designed for lifestyle performance and style.",446.98
Dior Triple S,1,52,4.61,"Dior Triple S sneakers, designed for basketball performance and style.",286.3
Puma Retro 1,1,128,4.45,"Puma Retro 1 sneakers, designed for basketball performance and style.",426.88
New Balance Chuck 70,5,40,4.45,"New Balance Chuck 70 sneakers, designed for tennis performance and style.",292.4
Lanvin Yeezy Boost,1,33,4.93,"Lanvin Yeezy Boost sneakers, designed for basketball performance and style.",291.97
Puma Gel-Lyte,3,163,4.61,"Puma Gel-Lyte sneakers, designed for fashion performance and style.",154.7
Asics Classic Leather,6,112,3.88,"Asics Classic Leather sneakers, designed for other performance and style.",268.0
MSCHF Retro 1,3,137,3.77,"MSCHF Retro 1 sneakers, designed for fashion performance and style.",145.68
Asics Chuck 70,3,45,3.37,"Asics Chuck 70 sneakers, designed for fashion performance and style.",50.62
Fila Classic Leather,2,35,3.02,"Fila Classic Leather sneakers, designed for lifestyle performance and style.",237.01
New Balance Speedrunner,4,122,4.34,"New Balance Speedrunner sneakers, designed for running performance and style.",132.35
Dior 990v5,6,32,3.34,"Dior 990v5 sneakers, designed for other performance and style.",87.29
Converse RS-X,4,134,4.43,"Converse RS-X sneakers, designed for running performance and style.",98.82
Asics Yeezy Boost,2,135,3.32,"Asics Yeezy Boost sneakers, designed for lifestyle performance and style.",425.4
Nike Powerframe,2,135,4.4,"Nike Powerframe sneakers, designed for lifestyle performance and style.",377.71
Reebok Classic Leather,6,30,4.71,"Reebok Classic Leather sneakers, designed for other performance and style.",422.51
MSCHF Yeezy Boost,6,2,3.21,"MSCHF Yeezy Boost sneakers, designed for other performance and style.",152.44
Dior Air Max,1,109,3.97,"Dior Air Max sneakers, designed for basketball performance and style.",301.04
Reebok Retro 1,3,130,3.9,"Reebok Retro 1 sneakers, designed for fashion performance and style.",252.18
Dior React Infinity,6,167,4.06,"Dior React Infinity sneakers, designed for other performance and style.",138.47
MSCHF Gel-Lyte,4,2,4.91,"MSCHF Gel-Lyte sneakers, designed for running performance and style.",177.37
Reebok Zoom Pegasus,6,64,3.68,"Reebok Zoom Pegasus sneakers, designed for other performance and style.",484.19
New Balance Chuck 70,5,1,4.46,"New Balance Chuck 70 sneakers, designed for tennis performance and style.",247.28
Adidas Gel-Lyte,3,3,4.53,"Adidas Gel-Lyte sneakers, designed for fashion performance and style.",355.52
Louis Vuitton Dunk,4,190,4.39,"Louis Vuitton Dunk sneakers, designed for running performance and style.",247.22
MSCHF 990v5,4,24,4.9,"MSCHF 990v5 sneakers, designed for running performance and style.",420.14
MSCHF Retro 1,6,61,4.05,"MSCHF Retro 1 sneakers, designed for other performance and style.",290.48
Jordan Chuck 70,1,49,3.78,"Jordan Chuck 70 sneakers, designed for basketball performance and style.",165.0
Reebok Yeezy Boost,4,7,3.17,"Reebok Yeezy Boost sneakers, designed for running performance and style.",189.0
Converse Gel-Lyte,5,173,3.95,"Converse Gel-Lyte sneakers, designed for tennis performance and style.",357.38
Converse React Infinity,5,140,3.57,"Converse React Infinity sneakers, designed for tennis performance and style.",335.55
Dior Gel-Lyte,3,183,3.32,"Dior Gel-Lyte sneakers, designed for fashion performance and style.",160.82
New Balance RS-Dreamer,2,2,4.76,"New Balance RS-Dreamer sneakers, designed for lifestyle performance and style.",310.33
Yeezy RS-X,1,86,4.75,"Yeezy RS-X sneakers, designed for basketball performance and style.",171.09
Asics React Infinity,6,161,4.69,"Asics React Infinity sneakers, designed for other performance and style.",201.47
Converse Gel-Lyte,3,129,4.69,"Converse Gel-Lyte sneakers, designed for fashion performance and style.",379.23
Fila Speedrunner,2,181,4.19,"Fila Speedrunner sneakers, designed for lifestyle performance and style.",237.89
Lanvin Classic Leather,4,67,4.06,"Lanvin Classic Leather sneakers, designed for running performance and style.",145.82
Adidas RS-Dreamer,6,120,3.12,"Adidas RS-Dreamer sneakers, designed for other performance and style.",184.1
Nike React Infinity,1,129,3.69,"Nike React Infinity sneakers, designed for basketball performance and style.",417.75
Asics Disruptor,2,147,3.54,"Asics Disruptor sneakers, designed for lifestyle performance and style.",267.32
Dior Chuck 70,2,25,4.22,"Dior Chuck 70 sneakers, designed for lifestyle performance and style.",278.98
New Balance Air Max,5,44,4.27,"New Balance Air Max sneakers, designed for tennis performance and style.",252.74
Nike Disruptor,2,3,3.25,"Nike Disruptor sneakers, designed for lifestyle performance and style.",167.5
Jordan Dunk,4,123,3.5,"Jordan Dunk sneakers, designed for running performance and style.",197.56
Adidas Triple S,1,39,3.68,"Adidas Triple S sneakers, designed for basketball performance and style.",269.75
Lanvin RS-Dreamer,1,56,4.31,"Lanvin RS-Dreamer sneakers, designed for basketball performance and style.",136.29
Dior Gel-Lyte,1,98,3.18,"Dior Gel-Lyte sneakers, designed for basketball performance and style.",308.54
Yeezy RS-Dreamer,2,22,3.4,"Yeezy RS-Dreamer sneakers, designed for lifestyle performance and style.",411.82
Lanvin React Infinity,5,64,3.14,"Lanvin React Infinity sneakers, designed for tennis performance and style.",418.81
Puma RS-X,4,103,4.81,"Puma RS-X sneakers, designed for running performance and style.",443.52
Converse RS-Dreamer,3,146,4.67,"Converse RS-Dreamer sneakers, designed for fashion performance and style.",220.45
Jordan Triple S,6,155,4.51,"Jordan Triple S sneakers, designed for other performance and style.",485.32
Reebok Gel-Lyte,5,130,3.3,"Reebok Gel-Lyte sneakers, designed for tennis performance and style.",302.13
Fila Classic Leather,5,174,4.07,"Fila Classic Leather sneakers, designed for tennis performance and style.",498.99
Reebok 990v5,5,29,4.06,"Reebok 990v5 sneakers, designed for tennis performance and style.",234.31
Reebok Classic Leather,6,67,4.58,"Reebok Classic Leather sneakers, designed for other performance and style.",121.0
Converse RS-Dreamer,2,200,3.39,"Converse RS-Dreamer sneakers, designed for lifestyle performance and style.",87.39
Fila Yeezy Boost,3,36,3.07,"Fila Yeezy Boost sneakers, designed for fashion performance and style.",419.61
Jordan Speedrunner,5,55,4.71,"Jordan Speedrunner sneakers, designed for tennis performance and style.",464.08
Lanvin Zoom Pegasus,2,157,4.68,"Lanvin Zoom Pegasus sneakers, designed for lifestyle performance and style.",390.45
Yeezy RS-Dreamer,4,57,3.39,"Yeezy RS-Dreamer sneakers, designed for running performance and style.",277.93
Jordan RS-X,1,19,4.53,"Jordan RS-X sneakers, designed for basketball performance and style.",376.18
Lanvin Triple S,6,128,3.01,"Lanvin Triple S sneakers, designed for other performance and style.",212.58
Yeezy 990v5,3,82,3.81,"Yeezy 990v5 sneakers, designed for fashion performance and style.",109.21
Puma Dunk,1,73,4.37,"Puma Dunk sneakers, designed for basketball performance and style.",184.15
Converse Retro 1,3,120,4.93,"Converse Retro 1 sneakers, designed for fashion performance and style.",360.4
Nike 990v5,4,174,4.12,"Nike 990v5 sneakers, designed for running performance and style.",148.56
Dior Chuck 70,1,126,3.46,"Dior Chuck 70 sneakers, designed for basketball performance and style.",410.42
Lanvin Powerframe,5,158,3.39,"Lanvin Powerframe sneakers, designed for tennis performance and style.",182.72
Lanvin Powerframe,2,120,3.78,"Lanvin Powerframe sneakers, designed for lifestyle performance and style.",68.46
Fila RS-Dreamer,4,13,3.15,"Fila RS-Dreamer sneakers, designed for running performance and style.",366.34
Reebok React Infinity,4,112,3.38,"Reebok React Infinity sneakers, designed for running performance and style.",359.21
Adidas RS-X,4,95,3.66,"Adidas RS-X sneakers, designed for running performance and style.",276.07
MSCHF RS-X,4,51,4.77,"MSCHF RS-X sneakers, designed for running performance and style.",222.7
Adidas Retro 1,6,33,4.17,"Adidas Retro 1 sneakers, designed for other performance and style.",320.44
Adidas 990v5,6,200,3.41,"Adidas 990v5 sneakers, designed for other performance and style.",403.45
Reebok Chuck 70,2,140,4.89,"Reebok Chuck 70 sneakers, designed for lifestyle performance and style.",376.46
Nike 990v5,2,159,3.62,"Nike 990v5 sneakers, designed for lifestyle performance and style.",70.55
Louis Vuitton Retro 1,4,37,3.6,"Louis Vuitton Retro 1 sneakers, designed for running performance and style.",106.39
Converse RS-X,2,181,3.51,"Converse RS-X sneakers, designed for lifestyle performance and style.",317.63
Jordan Disruptor,3,61,4.04,"Jordan Disruptor sneakers, designed for fashion performance and style.",389.83
New Balance RS-X,6,175,3.63,"New Balance RS-X sneakers, designed for other performance and style.",282.66
Louis Vuitton Zoom Pegasus,1,179,4.24,"Louis Vuitton Zoom Pegasus sneakers, designed for basketball performance and style.",250.31
Lanvin Gel-Lyte,5,51,3.84,"Lanvin Gel-Lyte sneakers, designed for tennis performance and style.",494.32
Yeezy 990v5,4,65,4.18,"Yeezy 990v5 sneakers, designed for running performance and style.",392.72
Louis Vuitton Yeezy Boost,6,100,3.3,"Louis Vuitton Yeezy Boost sneakers, designed for other performance and style.",195.01
Adidas Classic Leather,2,24,4.68,"Adidas Classic Leather sneakers, designed for lifestyle performance and style.",100.35
Jordan React Infinity,1,167,4.43,"Jordan React Infinity sneakers, designed for basketball performance and style.",484.95
Nike Retro 1,3,37,4.57,"Nike Retro 1 sneakers, designed for fashion performance and style.",459.99
Jordan Chuck 70,3,32,3.61,"Jordan Chuck 70 sneakers, designed for fashion performance and style.",129.91
Converse Disruptor,1,199,4.6,"Converse Disruptor sneakers, designed for basketball performance and style.",115.5
Converse Dunk,5,44,3.78,"Converse Dunk sneakers, designed for tennis performance and style.",73.97
Lanvin RS-Dreamer,2,140,3.54,"Lanvin RS-Dreamer sneakers, designed for lifestyle performance and style.",172.11
Dior 990v5,1,156,4.2,"Dior 990v5 sneakers, designed for basketball performance and style.",88.97
Dior RS-Dreamer,5,151,3.58,"Dior RS-Dreamer sneakers, designed for tennis performance and style.",255.63
Louis Vuitton Gel-Lyte,1,36,4.58,"Louis Vuitton Gel-Lyte sneakers, designed for basketball performance and style.",467.65
Nike RS-X,2,43,4.41,"Nike RS-X sneakers, designed for lifestyle performance and style.",492.81
Asics Dunk,3,27,3.77,"Asics Dunk sneakers, designed for fashion performance and style.",180.22
MSCHF RS-X,6,41,3.41,"MSCHF RS-X sneakers, designed for other performance and style.",421.46
Nike Chuck 70,4,75,4.48,"Nike Chuck 70 sneakers, designed for running performance and style.",346.3
Asics Speedrunner,2,182,3.69,"Asics Speedrunner sneakers, designed for lifestyle performance and style.",376.41
Converse Zoom Pegasus,6,104,4.81,"Converse Zoom Pegasus sneakers, designed for other performance and style.",277.78
Nike RS-X,2,173,3.31,"Nike RS-X sneakers, designed for lifestyle performance and style.",478.02
Asics 990v5,5,78,4.76,"Asics 990v5 sneakers, designed for tennis performance and style.",59.79
Fila Powerframe,5,71,3.19,"Fila Powerframe sneakers, designed for tennis performance and style.",409.1
Dior Disruptor,6,17,3.16,"Dior Disruptor sneakers, designed for other performance and style.",414.17
Fila RS-X,2,117,4.23,"Fila RS-X sneakers, designed for lifestyle performance and style.",318.21
New Balance RS-X,3,25,3.99,"New Balance RS-X sneakers, designed for fashion performance and style.",174.79
Fila Air Max,1,94,3.11,"Fila Air Max sneakers, designed for basketball performance and style.",232.49
New Balance 990v5,6,35,4.73,"New Balance 990v5 sneakers, designed for other performance and style.",220.68
Louis Vuitton Powerframe,5,0,3.15,"Louis Vuitton Powerframe sneakers, designed for tennis performance and style.",429.73
Jordan Gel-Lyte,6,195,4.23,"Jordan Gel-Lyte sneakers, designed for other performance and style.",141.02
Fila Chuck 70,4,35,3.29,"Fila Chuck 70 sneakers, designed for running performance and style.",363.74
Converse Dunk,2,88,4.9,"Converse Dunk sneakers, designed for lifestyle performance and style.",207.27
MSCHF Powerframe,3,132,3.01,"MSCHF Powerframe sneakers, designed for fashion performance and style.",394.69
MSCHF Zoom Pegasus,3,74,4.82,"MSCHF Zoom Pegasus sneakers, designed for fashion performance and style.",94.67
Puma 990v5,6,84,3.22,"Puma 990v5 sneakers, designed for other performance and style.",431.68
Dior Retro 1,4,186,3.26,"Dior Retro 1 sneakers, designed for running performance and style.",477.33
Dior Yeezy Boost,3,48,3.52,"Dior Yeezy Boost sneakers, designed for fashion performance and style.",174.11
Reebok Classic Leather,4,120,4.06,"Reebok Classic Leather sneakers, designed for running performance and style.",354.24
Asics Speedrunner,5,17,3.61,"Asics Speedrunner sneakers, designed for tennis performance and style.",130.8
Lanvin Retro 1,3,5,4.59,"Lanvin Retro 1 sneakers, designed for fashion performance and style.",235.13
Reebok RS-Dreamer,1,43,4.01,"Reebok RS-Dreamer sneakers, designed for basketball performance and style.",72.2
Fila Classic Leather,5,48,3.02,"Fila Classic Leather sneakers, designed for tennis performance and style.",478.96
Lanvin Triple S,2,54,3.89,"Lanvin Triple S sneakers, designed for lifestyle performance and style.",436.54
Converse RS-X,1,126,3.97,"Converse RS-X sneakers, designed for basketball performance and style.",251.75
Louis Vuitton Triple S,6,81,4.91,"Louis Vuitton Triple S sneakers, designed for other performance and style.",149.98
Lanvin RS-X,5,20,4.35,"Lanvin RS-X sneakers, designed for tennis performance and style.",147.5
Converse RS-Dreamer,1,139,4.48,"Converse RS-Dreamer sneakers, designed for basketball performance and style.",162.75
Nike Triple S,3,33,3.93,"Nike Triple S sneakers, designed for fashion performance and style.",132.55
Lanvin Speedrunner,1,153,4.59,"Lanvin Speedrunner sneakers, designed for basketball performance and style.",477.03
Puma Triple S,6,58,4.91,"Puma Triple S sneakers, designed for other performance and style.",72.23
Asics Triple S,6,82,4.51,"Asics Triple S sneakers, designed for other performance and style.",439.58
Louis Vuitton Speedrunner,5,62,3.12,"Louis Vuitton Speedrunner sneakers, designed for tennis performance and style.",70.73
MSCHF Yeezy Boost,4,170,3.45,"MSCHF Yeezy Boost sneakers, designed for running performance and style.",376.91
New Balance RS-X,1,168,3.64,"New Balance RS-X sneakers, designed for basketball performance and style.",188.62
Lanvin Chuck 70,2,112,4.98,"Lanvin Chuck 70 sneakers, designed for lifestyle performance and style.",303.06
Asics Retro 1,6,52,4.19,"Asics Retro 1 sneakers, designed for other performance and style.",478.63
Adidas RS-Dreamer,3,87,3.63,"Adidas RS-Dreamer sneakers, designed for fashion performance and style.",157.67
New Balance Dunk,5,84,4.08,"New Balance Dunk sneakers, designed for tennis performance and style.",454.96
Dior Gel-Lyte,4,5,3.12,"Dior Gel-Lyte sneakers, designed for running performance and style.",53.92
Reebok Yeezy Boost,1,10,3.05,"Reebok Yeezy Boost sneakers, designed for basketball performance and style.",92.69
